,Sentence,Token,Tag
46889,1800,(,O
46890,1800,2011,O
46891,1800,),O
46892,1800,اضاربيضا,B-LOC
46893,1800,(,O
46894,1800,2013,O
46895,1800,),O
46896,1800,طاشما,O
46897,1800,ديال,O
46898,1800,واحات,O
46899,1800,تيغمرت,B-LOC
46900,1800,",",O
46901,1800,لبلاصت,O
46902,1800,صحرا,O
46903,1800,ديال,O
46904,1800,واد,B-LOC
46905,1800,نون,I-LOC
46906,1800,(,O
46907,1800,2016,O
46908,1800,),O
46909,1800,الطاليانية,B-MISC
46910,1800,:,O
46911,1800,Roberto,B-PER
46912,1800,Baggio,I-PER
46913,1800,),O
46914,1800,،,O
46915,1800,(,O
46916,1800,تولد,O
46917,1800,ف,O
46918,1800,18,B-MISC
46919,1800,فبراير,I-MISC
46920,1800,1967,I-MISC
46921,1800,ف,O
46922,1800,كالدونيو,B-LOC
46923,1800,),O
46924,1800,لعّاب,O
46925,1800,د,O
46926,1800,لكورة,O
46927,1800,طالياني,B-MISC
46928,1800,قديم,O
46929,1800,،,O
46930,1800,كان,O
46931,1800,تيلعب,O
46932,1800,ف,O
46933,1800,لهجوم,O
46934,1800,.,O
46935,1801,بزاف,O
46936,1801,تيعتابرو,O
46937,1801,بادجيو,B-PER
46938,1801,أحسن,O
46939,1801,كوايري,O
46940,1801,ف,O
46941,1801,التاريخ,O
46942,1801,ديال,O
46943,1801,الطاليان,B-LOC
46944,1801,،,O
46945,1801,و,O
46946,1801,واحد,O
46947,1801,من,O
46948,1801,أحسن,O
46949,1801,اللعابة,O
46950,1801,اللي,O
46951,1801,لعبو,O
46952,1801,ف,O
46953,1801,التسعينات,O
46954,1801,.,O
46955,1802,ف,O
46956,1802,1993,O
46957,1802,،,O
46958,1802,ربح,O
46959,1802,بادجيو,B-PER
46960,1802,لكرة,B-MISC
46961,1802,الذهبية,I-MISC
46962,1802,و,O
46963,1802,كان,O
46964,1802,هو,O
46965,1802,اللعاب,O
46966,1802,د,O
46967,1802,لعام,O
46968,1802,بالنسبة,O
46969,1802,ل,O
46970,1802,فيفا,B-ORG
46971,1802,.,O
46972,1803,ف,O
46973,1803,1999,O
46974,1803,،,O
46975,1803,تختار,O
46976,1803,بادجو,B-PER
46977,1803,ما,O
46978,1803,بين,O
46979,1803,100,O
46980,1803,أحسن,O
46981,1803,لعّاب,O
46982,1803,ديال,O
46983,1803,لقرن,O
46984,1803,لعشرين,B-MISC
46985,1803,.,O
46986,1804,بادجيو,B-PER
46987,1804,لعب,O
46988,1804,كاس,O
46989,1804,لعالم,O
46990,1804,تلاتة,O
46991,1804,د,O
46992,1804,لمرّات,O
46993,1804,مع,O
46994,1804,الطاليان,B-LOC
46995,1804,(,O
46996,1804,1990,O
46997,1804,،,O
46998,1804,1994,O
46999,1804,و,O
47000,1804,1998,O
47001,1804,),O
47002,1804,،,O
47003,1804,و,O
47004,1804,أحسن,O
47005,1804,نتيجة,O
47006,1804,دار,O
47007,1804,كان,O
47008,1804,ملّي,O
47009,1804,وصل,O
47010,1804,مع,O
47011,1804,بلادو,O
47012,1804,للنهاية,O
47013,1804,ف,O
47014,1804,1994,O
47015,1804,،,O
47016,1804,و,O
47017,1804,لكن,O
47018,1804,خسرو,O
47019,1804,ب,O
47020,1804,پيلانتيات,O
47021,1804,مع,O
47022,1804,لبريزيل,B-LOC
47023,1804,.,O
47024,1805,بادجيو,O
47025,1805,كان,O
47026,1805,ضيّع,O
47027,1805,پيلانتي,O
47028,1805,ف,O
47029,1805,هاداك,O
47030,1805,لماتش,O
47031,1805,،,O
47032,1805,و,O
47033,1805,تشهرات,O
47034,1805,بزّاف,O
47035,1805,هاديك,O
47036,1805,اللقطة,O
47037,1805,من,O
47038,1805,بعد,O
47039,1805,،,O
47040,1805,و,O
47041,1805,سمّاها,O
47042,1805,:,O
47043,1805,"""",O
47044,1805,أكفس,O
47045,1805,لحظة,O
47046,1805,ف,O
47047,1805,حياتو,O
47048,1805,"""",O
47049,1805,.,O
47050,1806,بادجيو,B-PER
47051,1806,عندو,O
47052,1806,الرقم,O
47053,1806,لقياسي,O
47054,1806,د,O
47055,1806,أكبر,O
47056,1806,عدد,O
47057,1806,د,O
47058,1806,لبيوتا,O
47059,1806,مع,O
47060,1806,لمنتخب,O
47061,1806,ديال,O
47062,1806,الطاليان,B-LOC
47063,1806,ف,O
47064,1806,كاس,O
47065,1806,لعالم,O
47066,1806,،,O
47067,1806,و,O
47068,1806,هو,O
47069,1806,9,O
47070,1806,ديال,O
47071,1806,لبيوتا,O
47072,1806,.,O
47073,1807,رابيندارانت,B-PER
47074,1807,طاݣور,I-PER
47075,1807,(,O
47076,1807,ب,O
47077,1807,لبنݣالية,B-MISC
47078,1807,:,O
47079,1807,রবীন্দ্রনাথ,B-PER
47080,1807,ঠাকুর,I-PER
47081,1807,-,O
47082,1807,كالكوطا,B-LOC
47083,1807,:,O
47084,1807,7,B-MISC
47085,1807,ماي,I-MISC
47086,1807,1861,I-MISC
47087,1807,-,O
47088,1807,7,B-MISC
47089,1807,غشت,I-MISC
47090,1807,1941,I-MISC
47091,1807,),O
47092,1807,كان,O
47093,1807,شاعر,O
47094,1807,ومسرحي,O
47095,1807,ورسام,O
47096,1807,وكاتب,O
47097,1807,هندي,B-MISC
47098,1807,من,O
47099,1807,لبينݣال,B-LOC
47100,1807,.,O
47101,1808,طاݣور,B-PER
47102,1808,هو,O
47103,1808,أول,O
47104,1808,واحد,O
47105,1808,ماشي,O
47106,1808,أوروپي,B-MISC
47107,1808,ربح,O
47108,1808,جايزة,B-MISC
47109,1808,نوبل,I-MISC
47110,1808,د,O
47111,1808,لأدب,O
47112,1808,،,O
47113,1808,وكان,O
47114,1808,داكشي,O
47115,1808,ف,O
47116,1808,1913,O
47117,1808,.,O
47118,1809,ف,O
47119,1809,1915,O
47120,1809,خدا,O
47121,1809,طاݣور,B-PER
47122,1809,اللقب,O
47123,1809,د,O
47124,1809,فارس,O
47125,1809,من,O
47126,1809,لملكة,O
47127,1809,د,O
47128,1809,بريطانيا,B-LOC
47129,1809,.,O
47130,1810,كتب,O
47131,1810,طاݣور,B-PER
47132,1810,فحياتو,O
47133,1810,كتر,O
47134,1810,من,O
47135,1810,1000,O
47136,1810,قصيدة,O
47137,1810,د,O
47138,1810,الشعر,O
47139,1810,و,O
47140,1810,8,O
47141,1810,د,O
47142,1810,الروايات,O
47143,1810,و,O
47144,1810,25,O
47145,1810,مسرحية,O
47146,1810,و,O
47147,1810,8,O
47148,1810,د,O
47149,1810,لمجلدات,O
47150,1810,د,O
47151,1810,لقصص,O
47152,1810,.,O
47153,1811,الروبيديوم,O
47154,1811,(,O
47155,1811,ب,O
47156,1811,نّݣليزية,B-MISC
47157,1811,:,O
47158,1811,Rubidium,O
47159,1811,),O
47160,1811,هوّا,O
47161,1811,عنصر,O
47162,1811,كيماوي,O
47163,1811,أساسي,O
47164,1811,،,O
47165,1811,الرمز,O
47166,1811,ديالو,O
47167,1811,هوّا,O
47168,1811,Rb,O
47169,1811,ؤ,O
47170,1811,نّمرة,O
47171,1811,دّرية,O
47172,1811,ديالو,O
47173,1811,37,O
47174,1811,ف,O
47175,1811,طّابلو,O
47176,1811,دّوري,O
47177,1811,،,O
47178,1811,هاد,O
47179,1811,لعنصر,O
47180,1811,مرتب,O
47181,1811,ف,O
47182,1811,السطر,O
47183,1811,(,O
47184,1811,الدورة,O
47185,1811,),O
47186,1811,5,O
47187,1811,و,O
47188,1811,لعمود,O
47189,1811,(,O
47190,1811,لمجموعة,O
47191,1811,),O
47192,1811,1,O
47193,1811,.,O
47194,1812,هاد,O
47195,1812,لعنصر,O
47196,1812,داخل,O
47197,1812,ف,O
47198,1812,لݣروپ,O
47199,1812,ديال,O
47200,1812,لفلزّات,O
47201,1812,لقلوية,O
47202,1812,.,O
47203,1813,ف,O
47204,1813,الظروف,O
47205,1813,لمعيارية,O
47206,1813,د,O
47207,1813,الضغط,O
47208,1813,ؤ,O
47209,1813,الحرارة,O
47210,1813,،,O
47211,1813,هاد,O
47212,1813,لعنصر,O
47213,1813,كايكون,O
47214,1813,ف,O
47215,1813,حالة,O
47216,1813,قاسحة,O
47217,1813,.,O
47218,1814,هاد,O
47219,1814,لعنصر,O
47220,1814,معروف,O
47221,1814,من,O
47222,1814,1861,O
47223,1814,.,O
47224,1815,لكتلة,O
47225,1815,دّرية,O
47226,1815,:,O
47227,1815,85,O
47228,1815,",",O
47229,1815,468,O
47230,1815,ݣرام,O
47231,1815,/,O
47232,1815,مول,O
47233,1815,.,O
47234,1816,لحالات,O
47235,1816,د,O
47236,1816,لأكسدة,O
47237,1816,:,O
47238,1816,1,O
47239,1816,لكهروسلبية,O
47240,1816,:,O
47241,1816,0,O
47242,1816,.,O
47243,1817,82,O
47244,1817,ف,O
47245,1817,سلوم,O
47246,1817,د,O
47247,1817,پاولينݣ,O
47248,1817,لكتافة,O
47249,1817,:,O
47250,1817,1,O
47251,1817,.,O
47252,1818,53,O
47253,1818,شعاع,O
47254,1818,دري,O
47255,1818,:,O
47256,1818,2,O
47257,1818,.,O
47258,1819,98,O
47259,1819,أنݣستروم,O
47260,1819,.,O
47261,1820,روبير,B-PER
47262,1820,لا,I-PER
47263,1820,كاز,I-PER
47264,1820,،,O
47265,1820,تولد,O
47266,1820,فـ,O
47267,1820,26,B-MISC
47268,1820,فبراير,I-MISC
47269,1820,1917,I-MISC
47270,1820,ف,O
47271,1820,باريز,B-LOC
47272,1820,ؤ,O
47273,1820,مات,O
47274,1820,فـ,O
47275,1820,1,B-MISC
47276,1820,يوليوز,I-MISC
47277,1820,2015,I-MISC
47278,1820,ف,O
47279,1820,لو,B-LOC
47280,1820,كاني,I-LOC
47281,1820,،,O
47282,1820,كان,O
47283,1820,سواݣ,O
47284,1820,مغريبي,B-MISC
47285,1820,-,O
47286,1820,فرانساوي,B-MISC
47287,1820,ديال,O
47288,1820,رالي,O
47289,1820,.,O
47290,1821,تزاد,O
47291,1821,روبير,B-PER
47292,1821,ف,O
47293,1821,وسط,O
47294,1821,لحرب,B-MISC
47295,1821,لعالمية,I-MISC
47296,1821,للولا,I-MISC
47297,1821,ف,O
47298,1821,1917,O
47299,1821,ف,O
47300,1821,مدينة,O
47301,1821,باريز,B-LOC
47302,1821,،,O
47303,1821,هو,O
47304,1821,سائق,O
47305,1821,سباقات,O
47306,1821,فورمولا,B-MISC
47307,1821,وان,I-MISC
47308,1821,مغربي,B-MISC
47309,1821,-,O
47310,1821,فرنسي,B-MISC
47311,1821,ولكن,O
47312,1821,المثير,O
47313,1821,للدهشة,O
47314,1821,هو,O
47315,1821,أنه,O
47316,1821,اختار,O
47317,1821,يلعب,O
47318,1821,ك,O
47319,1821,مغربي,B-MISC
47320,1821,و,O
47321,1821,ماشي,O
47322,1821,ك,O
47323,1821,فرنسي,B-MISC
47324,1821,،,O
47325,1821,و,O
47326,1821,ب,O
47327,1821,هادشي,O
47328,1821,راه,O
47329,1821,هو,O
47330,1821,أول,O
47331,1821,سائق,O
47332,1821,فورمولا,B-MISC
47333,1821,وان,I-MISC
47334,1821,ف,O
47335,1821,المغرب,B-LOC
47336,1821,و,O
47337,1821,ف,O
47338,1821,أفريقيا,B-LOC
47339,1821,.,O
47340,1822,شارك,O
47341,1822,ف,O
47342,1822,الجائزة,O
47343,1822,الكبرى,O
47344,1822,ديال,O
47345,1822,المغرب,B-LOC
47346,1822,1958,O
47347,1822,تاع,O
47348,1822,الفورمولا,B-MISC
47349,1822,وان,I-MISC
47350,1822,ف,O
47351,1822,الدار,B-LOC
47352,1822,البيضاء,I-LOC
47353,1822,ب,O
47354,1822,استعمال,O
47355,1822,سيارتو,O
47356,1822,الخاصة,O
47357,1822,كوپر,B-MISC
47358,1822,(,O
47359,1822,Cooper,B-MISC
47360,1822,),O
47361,1822,،,O
47362,1822,و,O
47363,1822,لكن,O
47364,1822,ما,O
47365,1822,حالفوش,O
47366,1822,الحض,O
47367,1822,و,O
47368,1822,سالا,O
47369,1822,ف,O
47370,1822,المرتبة,O
47371,1822,14,O
47372,1822,.,O
47373,1823,روبير,B-PER
47374,1823,لا,I-PER
47375,1823,كاز,I-PER
47376,1823,توفى,O
47377,1823,سنة,O
47378,1823,2015,O
47379,1823,عن,O
47380,1823,عمر,O
47381,1823,يناهز,O
47382,1823,98,O
47383,1823,سنة,O
47384,1823,،,O
47385,1823,و,O
47386,1823,كان,O
47387,1823,كيتعتابر,O
47388,1823,أقدم,O
47389,1823,سائق,O
47390,1823,فورمولا,B-MISC
47391,1823,وان,I-MISC
47392,1823,على,O
47393,1823,قيد,O
47394,1823,الحياة,O
47395,1823,قبل,O
47396,1823,ما,O
47397,1823,يموت,O
47398,1823,.,O
47399,1824,روبيرطو,B-PER
47400,1824,بادجيو,I-PER
47401,1824,(,O
47402,1824,با,O
47403,1824,لطاليانية,B-MISC
47404,1824,:,O
47405,1824,Roberto,B-PER
47406,1824,Baggio,I-PER
47407,1824,),O
47408,1824,،,O
47409,1824,(,O
47410,1824,تولد,O
47411,1824,ف,O
47412,1824,18,B-MISC
47413,1824,فبراير,I-MISC
47414,1824,1967,I-MISC
47415,1824,ف,O
47416,1824,ك,O
47417,1824,الدونيو,B-LOC
47418,1824,),O
47419,1824,لعّاب,O
47420,1824,د,O
47421,1824,لكورة,O
47422,1824,طالياني,B-MISC
47423,1824,قديم,O
47424,1824,،,O
47425,1824,كان,O
47426,1824,تيلعب,O
47427,1824,ف,O
47428,1824,لهجوم,O
47429,1824,.,O
47430,1825,بزاف,O
47431,1825,تيعتابرو,O
47432,1825,بادجيو,B-PER
47433,1825,أحسن,O
47434,1825,كوايري,O
47435,1825,ف,O
47436,1825,التاريخ,O
47437,1825,ديال,O
47438,1825,الطاليان,B-LOC
47439,1825,،,O
47440,1825,و,O
47441,1825,واحد,O
47442,1825,من,O
47443,1825,أحسن,O
47444,1825,اللعابة,O
47445,1825,اللي,O
47446,1825,لعبو,O
47447,1825,ف,O
47448,1825,التسعينات,O
47449,1825,.,O
47450,1826,ف,O
47451,1826,1993,O
47452,1826,،,O
47453,1826,ربح,O
47454,1826,بادجيو,B-PER
47455,1826,لكرة,B-MISC
47456,1826,الذهبية,I-MISC
47457,1826,و,O
47458,1826,كان,O
47459,1826,هو,O
47460,1826,اللعاب,O
47461,1826,د,O
47462,1826,لعام,O
47463,1826,بالنسبة,O
47464,1826,ل,O
47465,1826,فيفا,B-ORG
47466,1826,.,O
47467,1827,ف,O
47468,1827,1999,O
47469,1827,،,O
47470,1827,تختار,O
47471,1827,بادجو,B-PER
47472,1827,ما,O
47473,1827,بين,O
47474,1827,100,O
47475,1827,أحسن,O
47476,1827,لعّاب,O
47477,1827,ديال,O
47478,1827,لقرن,O
47479,1827,لعشرين,B-MISC
47480,1827,.,O
47481,1828,بادجيو,B-PER
47482,1828,لعب,O
47483,1828,كاس,O
47484,1828,لعالم,O
47485,1828,تلاتة,B-MISC
47486,1828,د,O
47487,1828,لمرّات,O
47488,1828,مع,O
47489,1828,الطاليان,B-LOC
47490,1828,(,O
47491,1828,1990,O
47492,1828,،,O
47493,1828,1994,O
47494,1828,و,O
47495,1828,1998,O
47496,1828,),O
47497,1828,،,O
47498,1828,و,O
47499,1828,أحسن,O
47500,1828,نتيجة,O
47501,1828,دار,O
47502,1828,كان,O
47503,1828,ملّي,O
47504,1828,وصل,O
47505,1828,مع,O
47506,1828,بلادو,O
47507,1828,للنهاية,O
47508,1828,ف,O
47509,1828,1994,O
47510,1828,،,O
47511,1828,و,O
47512,1828,لكن,O
47513,1828,خسرو,O
47514,1828,ب,O
47515,1828,پيلانتيات,O
47516,1828,مع,O
47517,1828,لبريزيل,B-LOC
47518,1828,.,O
47519,1829,بادجيو,B-PER
47520,1829,كان,O
47521,1829,ضيّع,O
47522,1829,پيلانتي,O
47523,1829,ف,O
47524,1829,هاداك,O
47525,1829,لماتش,O
47526,1829,،,O
47527,1829,و,O
47528,1829,تشهرات,O
47529,1829,بزّاف,O
47530,1829,هاديك,O
47531,1829,اللقطة,O
47532,1829,من,O
47533,1829,بعد,O
47534,1829,،,O
47535,1829,و,O
47536,1829,سمّاها,O
47537,1829,:,O
47538,1829,"""",O
47539,1829,أكفس,O
47540,1829,لحظة,O
47541,1829,ف,O
47542,1829,حياتو,O
47543,1829,"""",O
47544,1829,.,O
47545,1830,بادجيو,O
47546,1830,عندو,O
47547,1830,الرقم,O
47548,1830,لقياسي,O
47549,1830,د,O
47550,1830,أكبر,O
47551,1830,عدد,O
47552,1830,د,O
47553,1830,لبيوتا,O
47554,1830,مع,O
47555,1830,لمنتخب,O
47556,1830,ديال,O
47557,1830,الطاليان,B-LOC
47558,1830,ف,O
47559,1830,كاس,O
47560,1830,لعالم,O
47561,1830,،,O
47562,1830,و,O
47563,1830,هو,O
47564,1830,9,O
47565,1830,ديال,O
47566,1830,لبيوتا,O
47567,1830,.,O
47568,1831,رّاشيدية,B-LOC
47569,1831,،,O
47570,1831,جهة,O
47571,1831,درعا,B-LOC
47572,1831,تافيلالت,B-LOC
47573,1831,،,O
47574,1831,ساكنين,O
47575,1831,فيها,O
47576,1831,13461,O
47577,1831,واحد,O
47578,1831,،,O
47579,1831,على,O
47580,1831,حسب,O
47581,1831,لإحصاء,O
47582,1831,لعام,O
47583,1831,2014,O
47584,1831,.,O
47585,1832,نسبة,O
47586,1832,لأمية,O
47587,1832,(,O
47588,1832,نّاس,O
47589,1832,لّي,O
47590,1832,ما,O
47591,1832,كايعرفوش,O
47592,1832,يقراو,O
47593,1832,ولا,O
47594,1832,يكتبو,O
47595,1832,),O
47596,1832,:,O
47597,1832,28,O
47598,1832,",",O
47599,1832,6,O
47600,1832,%,O
47601,1832,نسبة,O
47602,1832,سّكان,O
47603,1832,لّي,O
47604,1832,قاريين,O
47605,1832,فوق,O
47606,1832,تّانوي,O
47607,1832,(,O
47608,1832,تانوي,O
47609,1832,و,O
47610,1832,جامعة,O
47611,1832,),O
47612,1832,:,O
47613,1832,10,O
47614,1832,",",O
47615,1832,9,O
47616,1832,%,O
47617,1832,نسبة,O
47618,1832,نّاس,O
47619,1832,نّشيطين,O
47620,1832,(,O
47621,1832,لّي,O
47622,1832,يقدرو,O
47623,1832,يخدمو,O
47624,1832,),O
47625,1832,:,O
47626,1832,36,O
47627,1832,",",O
47628,1832,1,O
47629,1832,%,O
47630,1832,نسبة,O
47631,1832,لبطالة,O
47632,1832,(,O
47633,1832,نّاس,O
47634,1832,لّي,O
47635,1832,ما,O
47636,1832,خدامينش,O
47637,1832,و,O
47638,1832,تايقلبو,O
47639,1832,على,O
47640,1832,خدمة,O
47641,1832,),O
47642,1832,:,O
47643,1832,8,O
47644,1832,",",O
47645,1832,1,O
47646,1832,%,O
47647,1832,نسبة,O
47648,1832,نّاس,O
47649,1832,اللي,O
47650,1832,خدامين,O
47651,1832,ف,O
47652,1832,دّولة,O
47653,1832,:,O
47654,1832,6,O
47655,1832,",",O
47656,1832,8,O
47657,1832,%,O
47658,1832,نسبة,O
47659,1832,نّاس,O
47660,1832,اللي,O
47661,1832,خدامين,O
47662,1832,في,O
47663,1832,لقطاع,O
47664,1832,لخاص,O
47665,1832,:,O
47666,1832,44,O
47667,1832,",",O
47668,1832,9,O
47669,1832,%,O
47670,1832,رّتبة,B-LOC
47671,1832,جماعة,O
47672,1832,ترابية,O
47673,1832,قروية,O
47674,1832,كاينة,O
47675,1832,ف,O
47676,1832,إقليم,O
47677,1832,/,O
47678,1832,عمالة,O
47679,1832,تاونات,B-LOC
47680,1832,،,O
47681,1832,جهة,O
47682,1832,فاس,B-LOC
47683,1832,مكناس,B-LOC
47684,1832,،,O
47685,1832,ساكنين,O
47686,1832,فيها,O
47687,1832,16825,O
47688,1832,واحد,O
47689,1832,،,O
47690,1832,على,O
47691,1832,حسب,O
47692,1832,لإحصاء,O
47693,1832,لعام,O
47694,1832,2014,O
47695,1832,.,O
47696,1833,نسبة,O
47697,1833,لأمية,O
47698,1833,(,O
47699,1833,نّاس,O
47700,1833,لّي,O
47701,1833,ما,O
47702,1833,كايعرفوش,O
47703,1833,يقراو,O
47704,1833,ولا,O
47705,1833,يكتبو,O
47706,1833,),O
47707,1833,:,O
47708,1833,41,O
47709,1833,",",O
47710,1833,9,O
47711,1833,%,O
47712,1833,نسبة,O
47713,1833,سّكان,O
47714,1833,لّي,O
47715,1833,قاريين,O
47716,1833,فوق,O
47717,1833,تّانوي,O
47718,1833,(,O
47719,1833,تانوي,O
47720,1833,و,O
47721,1833,جامعة,O
47722,1833,),O
47723,1833,:,O
47724,1833,6,O
47725,1833,",",O
47726,1833,6,O
47727,1833,%,O
47728,1833,نسبة,O
47729,1833,نّاس,O
47730,1833,نّشيطين,O
47731,1833,(,O
47732,1833,لّي,O
47733,1833,يقدرو,O
47734,1833,يخدمو,O
47735,1833,),O
47736,1833,:,O
47737,1833,54,O
47738,1833,",",O
47739,1833,9,O
47740,1833,%,O
47741,1833,نسبة,O
47742,1833,لبطالة,O
47743,1833,(,O
47744,1833,نّاس,O
47745,1833,لّي,O
47746,1833,ما,O
47747,1833,خدامينش,O
47748,1833,و,O
47749,1833,تايقلبو,O
47750,1833,على,O
47751,1833,خدمة,O
47752,1833,),O
47753,1833,:,O
47754,1833,6,O
47755,1833,",",O
47756,1833,5,O
47757,1833,%,O
47758,1833,نسبة,O
47759,1833,نّاس,O
47760,1833,اللي,O
47761,1833,خدامين,O
47762,1833,ف,O
47763,1833,دّولة,O
47764,1833,(,O
47765,1833,ولا,O
47766,1833,لعاطلين,O
47767,1833,اللي,O
47768,1833,سبق,O
47769,1833,ليهوم,O
47770,1833,خدمو,O
47771,1833,),O
47772,1833,:,O
47773,1833,2,O
47774,1833,",",O
47775,1833,1,O
47776,1833,%,O
47777,1833,نسبة,O
47778,1833,نّاس,O
47779,1833,اللي,O
47780,1833,خدامين,O
47781,1833,في,O
47782,1833,لقطاع,O
47783,1833,لخاص,O
47784,1833,(,O
47785,1833,ولا,O
47786,1833,لعاطلين,O
47787,1833,اللي,O
47788,1833,سبق,O
47789,1833,ليهوم,O
47790,1833,خدمو,O
47791,1833,),O
47792,1833,:,O
47793,1833,9,O
47794,1833,",",O
47795,1833,4,O
47796,1833,%,O
47797,1833,رّاجا,B-ORG
47798,1833,لبيضاوي,I-ORG
47799,1833,ولا,O
47800,1833,غير,O
47801,1833,رّاجا,B-ORG
47802,1833,(,O
47803,1833,ب,O
47804,1833,لعربية,B-MISC
47805,1833,:,O
47806,1833,نادي,B-ORG
47807,1833,الرجاء,I-ORG
47808,1833,الرياضي,I-ORG
47809,1833,),O
47810,1833,هي,O
47811,1833,فرقة,O
47812,1833,مغريبية,B-MISC
47813,1833,د,O
47814,1833,كورة,O
47815,1833,مبازية,O
47816,1833,ف,O
47817,1833,دارلبيضا,B-LOC
47818,1833,ؤ,O
47819,1833,كاتلعب,O
47820,1833,ف,O
47821,1833,لبوطولا,B-ORG
47822,1833,پرو,I-ORG
47823,1833,.,O
47824,1834,تأسسات,O
47825,1834,ف,O
47826,1834,20,B-MISC
47827,1834,مارس,I-MISC
47828,1834,1949,I-MISC
47829,1834,ف,O
47830,1834,درب,B-LOC
47831,1834,سلطان,I-LOC
47832,1834,،,O
47833,1834,لفرقة,O
47834,1834,كاتلعب,O
47835,1834,ب,O
47836,1834,لون,O
47837,1834,لخضر,O
47838,1834,ملي,O
47839,1834,بدات,O
47840,1834,.,O
47841,1835,راجا,O
47842,1835,معروفة,O
47843,1835,خصوصا,O
47844,1835,ب,O
47845,1835,نجاح,O
47846,1835,د,O
47847,1835,لفرع,O
47848,1835,ديال,O
47849,1835,كورة,O
47850,1835,،,O
47851,1835,ؤ,O
47852,1835,شعبية,O
47853,1835,داخل,O
47854,1835,ؤ,O
47855,1835,خارج,O
47856,1835,لبلاد,O
47857,1835,.,O
47858,1836,لفرقة,O
47859,1836,كاين,O
47860,1836,لمقر,O
47861,1836,ديالها,O
47862,1836,ف,O
47863,1836,لموركاب,B-LOC
47864,1836,د,I-LOC
47865,1836,لوازيس,I-LOC
47866,1836,فين,O
47867,1836,كاتطريني,O
47868,1836,،,O
47869,1836,ؤ,O
47870,1836,كاتلعب,O
47871,1836,لماتشات,O
47872,1836,ديالها,O
47873,1836,ف,O
47874,1836,تيران,O
47875,1836,محمد,B-PER
47876,1836,لخاميس,I-PER
47877,1836,ملي,O
47878,1836,تحل,O
47879,1836,ف,O
47880,1836,1955,O
47881,1836,.,O
47882,1837,لفرقة,O
47883,1837,هي,O
47884,1837,وحدة,O
47885,1837,من,O
47886,1837,لفراقي,O
47887,1837,لي,O
47888,1837,مشجعة,O
47889,1837,بزاف,O
47890,1837,ف,O
47891,1837,لعالام,O
47892,1837,،,O
47893,1837,خصوصا,O
47894,1837,ف,O
47895,1837,إفريقيا,B-LOC
47896,1837,.,O
47897,1838,رّاجا,B-ORG
47898,1838,هي,O
47899,1838,وحدة,O
47900,1838,من,O
47901,1838,تلاتة,O
47902,1838,د,O
47903,1838,لفراقي,O
47904,1838,لي,O
47905,1838,أسسو,O
47906,1838,لبوطولا,O
47907,1838,ؤ,O
47908,1838,عمرهوم,O
47909,1838,طاحو,O
47910,1838,من,O
47911,1838,لقسم,O
47912,1838,لول,O
47913,1838,ملي,O
47914,1838,بدات,O
47915,1838,ف,O
47916,1838,1956,O
47917,1838,،,O
47918,1838,معا,O
47919,1838,لويداد,B-ORG
47920,1838,لبيضاوي,I-ORG
47921,1838,ؤ,O
47922,1838,لجيش,B-ORG
47923,1838,لمالاكي,I-ORG
47924,1838,.,O
47925,1839,لفرقة,O
47926,1839,عندها,O
47927,1839,بزاف,O
47928,1839,ديال,O
47929,1839,ديربيات,O
47930,1839,،,O
47931,1839,خصوصا,O
47932,1839,ديربي,O
47933,1839,د,O
47934,1839,كازا,B-LOC
47935,1839,معا,O
47936,1839,لويداد,B-ORG
47937,1839,ؤ,O
47938,1839,لكلاسيكو,B-MISC
47939,1839,معا,O
47940,1839,لجيش,B-ORG
47941,1839,.,O
47942,1840,واخا,O
47943,1840,تاريخ,O
47944,1840,ديال,O
47945,1840,رّاجا,B-ORG
47946,1840,قريب,O
47947,1840,شوية,O
47948,1840,مقارنة,O
47949,1840,بفراقي,O
47950,1840,خرين,O
47951,1840,ديال,O
47952,1840,كازا,B-LOC
47953,1840,،,O
47954,1840,رّاجا,B-ORG
47955,1840,كفرقة,O
47956,1840,جا,O
47957,1840,باش,O
47958,1840,يجمع,O
47959,1840,تمنية,O
47960,1840,ديال,O
47961,1840,لفراقي,O
47962,1840,هاوين,O
47963,1840,كاينين,O
47964,1840,ف,O
47965,1840,درب,B-LOC
47966,1840,السلطان,I-LOC
47967,1840,،,O
47968,1840,وبدات,O
47969,1840,الفكرة,O
47970,1840,باش,O
47971,1840,يكون,O
47972,1840,نادي,O
47973,1840,قوي,O
47974,1840,يجمع,O
47975,1840,هاد,O
47976,1840,الفراقي,O
47977,1840,والمواهب,O
47978,1840,للي,O
47979,1840,فيها,O
47980,1840,،,O
47981,1840,هادشي,O
47982,1840,ماكانش,O
47983,1840,ساهل,O
47984,1840,،,O
47985,1840,وهادشي,O
47986,1840,ماتطبق,O
47987,1840,تال,O
47988,1840,عام,O
47989,1840,1949,O
47990,1840,،,O
47991,1840,لي,O
47992,1840,جا,O
47993,1840,بعد,O
47994,1840,ماكانو,O
47995,1840,مجموعة,O
47996,1840,د,O
47997,1840,لجتيماعات,O
47998,1840,ف,O
47999,1840,قهوا,O
48000,1840,ديال,O
48001,1840,بويا,B-PER
48002,1840,صالح,I-PER
48003,1840,و,O
48004,1840,قهوة,O
48005,1840,العشفوبي,B-PER
48006,1840,و,O
48007,1840,حتى,O
48008,1840,فمطبعة,O
48009,1840,بن,B-PER
48010,1840,أبادجي,I-PER
